ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
124869,Dorian Benno Eric van Rijsselberge,M,23,189,75,Netherlands,NED,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Windsurfer,Gold
125337,"Jacob Stephen ""Jake"" Varner",M,26,185,96,United States,USA,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
126257,Maria Valentina Vezzali,F,38,164,54,Italy,ITA,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Foil, Team",Gold
126297,Frano Vian,M,36,192,94,Croatia,CRO,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Gold
126410,Nstor Vicente Vidrio Serrano,M,23,179,69,Mexico,MEX,2012 Summer,2012,Summer,London,Football,Football Men's Football,Gold
126580,Brenda Villa,F,32,163,79,United States,USA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Gold
126756,Aleksandr Nikolayevich Vinokurov,M,38,177,68,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Road Race, Individual",Gold
126983,Roman Andreyevich Vlasov,M,21,175,75,Russia,RUS,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
127043,Kristina Vogel,F,21,160,66,Germany,GER,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Sprint,Gold
127183,Aleksandr Aleksandrovich Volkov,M,27,210,90,Russia,RUS,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Gold
127216,Dana Whitney Vollmer (-Grant),F,24,185,68,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
127216,Dana Whitney Vollmer (-Grant),F,24,185,68,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Butterfly,Gold
127216,Dana Whitney Vollmer (-Grant),F,24,185,68,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
127491,Nataliya Vitalyevna Vorobyova,F,21,174,69,Russia,RUS,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Gold
127534,Marianne Vos,F,25,169,59,Netherlands,NED,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Road Race, Individual",Gold
127624,Shannon Vreeland,F,20,188,79,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
128033,Keshorn Walcott,M,19,183,90,Trinidad and Tobago,TTO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Javelin Throw,Gold
128285,Kerri Lee Walsh Jennings,F,33,191,73,United States-1,USA,2012 Summer,2012,Summer,London,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Gold
128361,"Mary Abigail ""Abby"" Wambach",F,32,180,81,United States,USA,2012 Summer,2012,Summer,London,Football,Football Women's Football,Gold
128456,Wang Hao,M,28,175,78,China,CHN,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Men's Team,Gold
128458,Wang Hao,F,19,156,50,China,CHN,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Platform,Gold
128531,Wang Mingjuan,F,26,150,48,China,CHN,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Women's Flyweight,Gold
129126,Franziska Weber,F,23,176,70,Germany,GER,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
129381,"Johannes-Maximilian ""Max"" Weinhold",M,30,196,100,Germany,GER,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Gold
129570,Miriam Welte,F,25,171,67,Germany,GER,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Sprint,Gold
129571,Lidewij Marsia Maria Welten,F,22,170,64,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Gold
129601,Phillipp Wende,M,27,199,90,Germany,GER,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Quadruple Sculls,Gold
129627,Lauren Ashley Wenger (-Trapani),F,28,191,77,United States,USA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Gold
129734,Benjamin We,M,26,176,72,Germany,GER,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Gold
129735,Timo We,M,30,175,74,Germany,GER,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Gold
129746,Christopher Wesley,M,25,192,88,Germany,GER,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Gold
129792,"Russell Westbrook, Jr.",M,23,191,85,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Gold
129913,Lindsay Marie Whalen,F,30,175,72,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Gold
129959,Mary Rebecca Whipple,F,32,160,48,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Gold
130188,Jordyn Marie Wieber,F,17,157,52,United States,USA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Gold
130311,Bradley Marc Wiggins,M,32,190,82,Great Britain,GBR,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Individual Time Trial,Gold
130451,Kristof Wilke,M,27,190,87,Germany,GER,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
130580,Deron Michael Williams,M,28,191,95,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Gold
130626,Lauryn Chenet Williams,F,28,160,67,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
130667,Serena Jamika Williams,F,30,175,70,United States,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,Gold
130667,Serena Jamika Williams,F,30,175,70,United States-1,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,Gold
130696,Venus Ebony Starr Williams,F,32,185,75,United States-1,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,Gold
130876,Peter Robert Russell Wilson,M,25,198,90,Great Britain,GBR,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Double Trap,Gold
130957,Elsie Windes,F,27,178,70,United States,USA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Gold
131167,Matthias Witthaus,M,29,172,70,Germany,GER,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Gold
131405,Won Wu-Yeong,M,30,182,76,South Korea,KOR,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Sabre, Team",Gold
131795,Wu Jingyu,F,25,167,51,China,CHN,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Flyweight,Gold
131805,Wu Minxia,F,26,167,52,China,CHN,2012 Summer,2012,Summer,London,Diving,Diving Women's Springboard,Gold
131805,Wu Minxia,F,26,167,52,China,CHN,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Springboard,Gold
132051,Xu Anqi,F,20,182,76,China,CHN,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's epee, Team",Gold
132072,Xu Lijia,F,24,176,60,China,CHN,2012 Summer,2012,Summer,London,Sailing,Sailing Women's One Person Dinghy,Gold
132494,Yang Hak-Seon,M,19,159,53,South Korea,KOR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,Gold
132744,Ye Shiwen,F,16,173,64,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Individual Medley,Gold
132744,Ye Shiwen,F,16,173,64,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Individual Medley,Gold
132957,Yi Siling,F,23,165,51,China,CHN,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Air Rifle, 10 metres",Gold
133066,Tatsuhiro Yonemitsu,M,25,169,66,Japan,JPN,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
133130,Saori Yoshida,F,29,157,55,Japan,JPN,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Women's Lightweight, Freestyle",Gold
133777,Ilya Leonidovich Zakharov,M,21,177,70,Russia,RUS,2012 Summer,2012,Summer,London,Diving,Diving Men's Springboard,Gold
133931,Arthur Nabarrete Zanetti,M,22,156,61,Brazil,BRA,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,Gold
134034,"Yuliya Mikhaylovna Zaripova (Ivanova-, -Zarudneva-)",F,26,175,70,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",Gold
134286,Christopher Zeller,M,27,185,89,Germany,GER,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Gold
134288,Philipp Zeller,M,29,183,87,Germany,GER,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Gold
134433,Zhang Chenglong,M,23,173,65,China,CHN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold
134479,Zhang Jike,M,24,178,70,China,CHN,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Men's Singles,Gold
134479,Zhang Jike,M,24,178,70,China,CHN,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Men's Team,Gold
134523,Zhang Nan,M,22,183,75,China-1,CHN,2012 Summer,2012,Summer,London,Badminton,Badminton Mixed Doubles,Gold
134595,Zhang Yanquan,M,18,158,52,China,CHN,2012 Summer,2012,Summer,London,Diving,Diving Men's Synchronized Platform,Gold
134683,Zhao Yunlei,F,25,173,60,China-1,CHN,2012 Summer,2012,Summer,London,Badminton,Badminton Mixed Doubles,Gold
134683,Zhao Yunlei,F,25,173,60,China-1,CHN,2012 Summer,2012,Summer,London,Badminton,Badminton Women's Doubles,Gold
134800,Zhou Lulu,F,24,175,133,China,CHN,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Women's Super-Heavyweight,Gold
134947,Adrian Edward Zieliski,M,23,170,94,Poland,POL,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
135219,Urka olnir,F,30,173,64,Slovenia,SLO,2012 Summer,2012,Summer,London,Judo,Judo Women's Half-Middleweight,Gold
135228,Epke Jan Zonderland,M,26,173,69,Netherlands,NED,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
135269,Zou Kai,M,24,158,55,China,CHN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold
135269,Zou Kai,M,24,158,55,China,CHN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,Gold
135270,Zou Shiming,M,31,165,49,China,CHN,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Flyweight,Gold
455,Denis Mikhaylovich Ablyazin,M,19,161,62,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Horse Vault,Silver
495,Alaaeldin Ahmad El-Sayyid Abouelkassem,M,21,188,87,Egypt,EGY,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Individual",Silver
1017,Nathan Ghar-Jun Adrian,M,23,198,100,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
1071,Kseniya Dmitriyevna Afanasyeva,F,20,158,48,Russia,RUS,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Silver
1173,Yannick Agnel,M,20,202,90,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
1466,Matteo Aicardi,M,26,192,102,Italy,ITA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver
1683,Foluke Antinuke Akinradewo,F,24,191,79,United States,USA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Silver
2559,Alex Sandro Lobo Silva,M,21,177,60,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Football Men's Football,Silver
2592,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,22,179,71,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Football Men's Football,Silver
2651,Sara Anneli Algotsson Ostholt,F,37,163,56,Sweden,SWE,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
2758,Alison Conte Cerutti,M,26,203,106,Brazil-1,BRA,2012 Summer,2012,Summer,London,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
3227,Thiago Soares Alves,M,25,194,88,Brazil,BRA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Silver
3512,Nijel Carlos Amilfitano Amos,M,18,179,60,Botswana,BOT,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 800 metres,Silver
3820,Haley Danita Anderson,F,20,178,68,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 10 kilometres Open Water,Silver
3939,Kim Verner Andersson,M,29,200,105,Sweden,SWE,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Silver
3959,Erik Mattias Andersson,M,34,186,95,Sweden,SWE,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Silver
4014,Kozue Ando,F,30,164,57,Japan,JPN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Silver
4211,Valeriy Oleksandrovych Andriitsev,M,25,181,97,Ukraine,UKR,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
4449,Sajjad Anoushiravani Hamlabad,M,28,192,105,Iran,IRI,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver
4613,Nataliya Nikolayevna Antyukh,F,31,182,69,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
5144,"Elizabeth Mary ""Lizzie"" Armitstead (-Deignan)",F,23,168,55,Great Britain,GBR,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Road Race, Individual",Silver
5198,Judith Arndt,F,36,173,59,Germany,GER,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Individual Time Trial,Silver
5979,Apti Khamzatovich Aukhadov,M,19,178,85,Russia,RUS,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
6158,Suguru Awaji,M,22,174,67,Japan,JPN,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Team",Silver
6256,"Luciana Paula ""Lucha"" Aymar",F,34,178,59,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
6397,"Alexander German ""Sander"" Baart",M,24,178,76,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Silver
6512,Marta Bach Pascual,F,19,176,66,Spain,ESP,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Silver
6784,Mohammad Bagheri Motamed,M,26,181,68,Iran,IRI,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Featherweight,Silver
6934,Angie Lee Bainbridge,F,22,181,67,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
7072,Billy Pierre Bakker,M,23,188,82,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Silver
7273,Marcel Gerard Balkestein,M,31,180,77,Netherlands,NED,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Silver
7612,Carina Br,F,22,185,75,Germany,GER,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Quadruple Sculls,Silver
7874,Sonja Barjaktarovi,F,25,180,74,Montenegro,MNE,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Silver
8051,Bronte Amelia Arnold Barratt,F,23,171,59,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
8088,Brigetta LaShea Barrett,F,21,183,64,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Women's High Jump,Silver
8133,Mara Noel Barrionuevo,F,28,171,58,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
8152,Erick Bernab Barrondo Garca,M,21,178,60,Guatemala,GUA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 20 kilometres Walk,Silver
8304,"Christopher Roger ""Chris"" Bartley",M,28,178,72,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
8639,Romano Battisti,M,25,190,91,Italy,ITA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Double Sculls,Silver
8729,Grgory Benot Baug,M,27,181,100,France,FRA,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Sprint,Silver
8729,Grgory Benot Baug,M,27,181,100,France,FRA,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Team Sprint,Silver
8818,"Dorothy Lee ""Dotsie"" Bausch (Cowden-)",F,39,175,59,United States,USA,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Pursuit,Silver
8936,Rvn Bayramov,M,25,160,59,Azerbaijan,AZE,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver
9450,Clmence Beikes,F,28,180,71,France,FRA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Silver
9460,Elizabeth Lyon Beisel,F,19,168,68,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Individual Medley,Silver
9750,Mireia Belmonte Garca,F,21,170,59,Spain,ESP,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,Silver
9750,Mireia Belmonte Garca,F,21,170,59,Spain,ESP,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Butterfly,Silver
10337,"Richard ""Ricky"" Berens",M,24,188,93,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
10390,Lindsey Napela Berg,F,32,173,77,United States,USA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Silver
10430,"Gabriel ""Gabe"" Bergen",M,30,187,92,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
10591,Denys Yuriyovych Berinchyk,M,24,170,64,Ukraine,UKR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Welterweight,Silver
10641,Yanet Bermoy Acosta,F,25,154,48,Cuba,CUB,2012 Summer,2012,Summer,London,Judo,Judo Women's Half-Lightweight,Silver
11757,Ole Bischof,M,32,180,81,Germany,GER,2012 Summer,2012,Summer,London,Judo,Judo Men's Half-Middleweight,Silver
11836,Stuart Bithell,M,25,186,80,Great Britain,GBR,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Dinghy,Silver
12086,Yohan Blake,M,22,180,80,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,Silver
12086,Yohan Blake,M,22,180,80,Jamaica,JAM,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,Silver
12173,Andrea Blas Martnez,F,20,173,81,Spain,ESP,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Silver
12244,Keston Bledman,M,24,180,88,Trinidad and Tobago,TTO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
12490,Jack Bobridge,M,23,180,65,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
12653,Mathias Boe,M,32,185,75,Denmark,DEN,2012 Summer,2012,Summer,London,Badminton,Badminton Men's Doubles,Silver
12707,Sylwia Katarzyna Bogacka,F,30,162,57,Poland,POL,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Air Rifle, 10 metres",Silver
12741,Aleksandr Viktorovich Bogdanovich,M,30,191,97,Belarus,BLR,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
12742,Andrey Viktorovich Bogdanovich,M,24,193,87,Belarus,BLR,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
14211,Marit Bouwmeester,F,24,177,68,Netherlands,NED,2012 Summer,2012,Summer,London,Sailing,Sailing Women's One Person Dinghy,Silver
15216,Brittany Broben,F,16,163,52,Australia,AUS,2012 Summer,2012,Summer,London,Diving,Diving Women's Platform,Silver
15406,Kristina Brring-Sprehe,F,25,168,54,Germany,GER,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver
15538,Jeremiah Brown,M,26,198,106,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
15791,"Bruno ""Bruninho"" Mossa de Rezende",M,26,190,76,Brazil,BRA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Silver
15890,Kelci Marie Bryant,F,23,160,61,United States,USA,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Springboard,Silver
15947,Ashley Brzozowicz,F,29,176,75,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Silver
16330,Anela Bulatovi,F,25,175,67,Montenegro,MNE,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Silver
16332,Katarina Bulatovi,F,27,186,71,Montenegro,MNE,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Silver
16402,Gamze Bulut,F,19,166,48,Turkey,TUR,2012 Summer,2012,Summer,London,Athletics,"Athletics Women's 1,500 metres",Silver
16645,Peter Burling,M,21,186,82,New Zealand,NZL,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Skiff,Silver
16698,Marc Burns,M,29,183,91,Trinidad and Tobago,TTO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
